,0
0,5.7052526
1,4.5597587
2,3.587854
3,2.7568536
4,-0.6050197
5,-1.3810505
6,-1.1342739
7,-3.130399
8,-3.8134556
9,-4.794614
10,-4.0941343
11,-3.8994238
12,0.59823906
13,-2.3169498
14,-2.6364596
15,-0.851348
16,2.6994996
17,2.1806664
18,3.126593
19,3.442411
