,0
0,15.968095548415414
1,16.049457407994336
2,15.950068531915235
3,16.00983686639582
4,16.083933091193348
5,16.028197205662135
6,16.080004175729332
7,16.038873645695027
8,16.116131782385857
9,16.129036523305338
10,16.103402663069428
11,16.214255688169807
12,16.12432450371134
13,16.179086402388922
14,16.18379219667279
15,16.131590271111396
16,16.184785916556663
17,16.141848327865542
18,16.20969795631943
19,16.15508108106227
