,0
0,4.946787792572314e-07
1,0.7239107726077592
2,0.7096314021418262
3,0.7341929289315953
4,0.8680585209899785
5,0.8549689700764388
6,0.8629399681235225
7,0.9811826160251027
8,0.920860807792479
9,0.9419069069121874
10,0.8987898410455925
11,0.9696790326610326
12,0.8410012242347489
13,0.9578315754306637
14,0.9808480033420648
15,0.929757589569286
16,0.9182492561501014
17,0.9453266918123739
18,1.0226347523405093
19,1.038981348316949
