,0
0,1.864242984188027
1,2.2237347495466793
2,2.2362639300503586
3,2.095958063986805
4,2.674240961578778
5,2.2347333839382273
6,2.1883332739504864
7,2.0164498925114365
8,2.25807208041873
9,2.1018522799811503
10,2.6530869549037877
11,2.466457674479724
12,2.4423298279794645
13,2.6820293098322017
14,2.3981054155800985
15,2.7417953224347014
16,2.582376681181156
17,2.3153510983781915
18,2.656252310075372
19,2.7214060787898227
