,0
0,1.607650990631811
1,2.3359962305177153
2,2.416146050682648
3,2.081243241516646
4,2.4726155305143642
5,2.054270539969685
6,2.025056290625879
7,2.114360781377848
8,2.1729304589684655
9,1.874474705857274
10,2.574493649250687
11,2.456090809108338
12,2.5343256584607383
13,2.416214587148249
14,2.264486148152191
15,2.650649565250985
16,2.4180062895938037
17,2.40039821345556
18,3.037277389030699
19,2.848648415652589
